x,y
0,0
0.0505050505050505,0.0504835821984224
0.101010101010101,0.100838420258105
0.151515151515152,0.150936098365923
0.202020202020202,0.200648856522685
0.252525252525253,0.249849916358978
0.303030303030303,0.298413804447641
0.353535353535354,0.346216672288359
0.404040404040404,0.39313661214833
0.454545454545455,0.439053967953561
0.505050505050505,0.483851640437935
0.555555555555556,0.527415385771866
0.606060606060606,0.569634106908966
0.656565656565657,0.61040013690773
0.707070707070707,0.649609513505707
0.757575757575758,0.687162244245925
0.808080808080808,0.72296256147946
0.858585858585859,0.75691916659381
0.909090909090909,0.788945462844257
0.95959595959596,0.818959776194448
1.01010101010101,0.846885563602983
1.06060606060606,0.872651608224862
1.11111111111111,0.896192201029956
1.16161616161616,0.917447308375365
1.21212121212121,0.936362725104285
1.26262626262626,0.952890212780979
1.31313131313131,0.9669876227093
1.36363636363636,0.978619003421054
1.41414141414141,0.987754692360084
1.46464646464646,0.994371391528246
1.51515151515152,0.998452226900389
1.56565656565657,0.999986791456798
1.61616161616162,0.998971171723357
1.66666666666667,0.995407957751765
1.71717171717172,0.98930623651434
1.76767676767677,0.980681568730257
1.81818181818182,0.969555949182324
1.86868686868687,0.955957750625488
1.91919191919192,0.939921651430131
1.96969696969697,0.921488547144662
2.02020202020202,0.900705446202955
2.07070707070707,0.877625350042599
2.12121212121212,0.852307117939675
2.17171717171717,0.824815316904775
2.22222222222222,0.795220057023049
2.27272727272727,0.763596812658209
2.32323232323232,0.730026229976446
2.37373737373737,0.694593921281131
2.42424242424242,0.657390246682775
2.47474747474747,0.61851008366106
2.52525252525253,0.578052585106573
2.57575757575758,0.536120926459333
2.62626262626263,0.492822042588923
2.67676767676768,0.448266355087267
2.72727272727273,0.402567490669497
2.77777777777778,0.355841991401066
2.82828282828283,0.308209017490077
2.87878787878788,0.259790043402777
2.92929292929293,0.210708548077192
2.97979797979798,0.161089700024918
3.03030303030303,0.11106003812413
3.08080808080808,0.0607471489178674
3.13131313131313,0.0102793412405343
3.18181818181818,-0.0402146809975962
3.23232323232323,-0.0906061470334077
3.28282828282828,-0.140766547644453
3.33333333333333,-0.190567962875485
3.38383838383838,-0.239883388262226
3.43434343434343,-0.288587058720432
3.48484848484848,-0.336554769274278
3.53535353535354,-0.383664191806112
3.58585858585859,-0.429795187019825
3.63636363636364,-0.474830110822239
3.68686868686869,-0.518654114341195
3.73737373737374,-0.561155436815202
3.78787878787879,-0.602225690607746
3.83838383838384,-0.641760137619388
3.88888888888889,-0.679657956392746
3.93939393939394,-0.71582249922919
3.98989898989899,-0.750161538661538
4.04040404040404,-0.782587502654202
4.09090909090909,-0.813017697930967
4.14141414141414,-0.84137452086087
4.19191919191919,-0.867585655364376
4.24242424242424,-0.89158425733514
4.29292929292929,-0.913309125107055
4.34343434343434,-0.932704855531834
4.39393939393939,-0.949721985269118
4.44444444444444,-0.964317116928778
4.49494949494949,-0.976453029743715
4.54545454545455,-0.98609877449093
4.5959595959596,-0.993229752418792
4.64646464646465,-0.997827777979213
4.6969696969697,-0.999881125204762
4.74747474747475,-0.999384557612436
4.7979797979798,-0.996339341557835
4.84848484848485,-0.990753243005677
4.8989898989899,-0.982640507724898
4.94949494949495,-0.972021824958833
5,-0.958924274663138
