output1,output2,output3
0,0,1
0.0505050505050505,0.0504835821984224,0.998724891012743
0.101010101010101,0.100838420258105,0.99490281585683
0.151515151515152,0.150936098365923,0.988543521657025
0.202020202020202,0.200648856522685,0.9796632259997
0.252525252525253,0.249849916358978,0.96828457557446
0.303030303030303,0.298413804447641,0.954436588420145
0.353535353535354,0.346216672288359,0.938154579922507
0.404040404040404,0.39313661214833,0.919480072752278
0.454545454545455,0.439053967953561,0.898460690973308
0.505050505050505,0.483851640437935,0.875150038590823
0.555555555555556,0.527415385771866,0.849607562849528
0.606060606060606,0.569634106908966,0.82189840263017
0.656565656565657,0.61040013690773,0.7920932223312
0.707070707070707,0.649609513505707,0.760268031659151
0.757575757575758,0.687162244245925,0.726503991787315
0.808080808080808,0.72296256147946,0.690887208377067
0.858585858585859,0.75691916659381,0.653508511989654
0.909090909090909,0.788945462844257,0.614463226448467
0.95959595959596,0.818959776194448,0.573850925742514
1.01010101010101,0.846885563602983,0.531775180091039
1.06060606060606,0.872651608224862,0.488343291816896
1.11111111111111,0.896192201029956,0.443666021702229
1.16161616161616,0.917447308375365,0.397857306524335
1.21212121212121,0.936362725104285,0.35103396849205
1.26262626262626,0.952890212780979,0.303315417323653
1.31313131313131,0.9669876227093,0.254823345726049
1.36363636363636,0.978619003421054,0.205681419051849
1.41414141414141,0.987754692360084,0.156014959925759
1.46464646464646,0.994371391528246,0.105950628644573
1.51515151515152,0.998452226900389,0.0556161001658067
1.56565656565657,0.999986791456798,0.00513973850872526
1.61616161616162,0.998971171723357,-0.0453497306018852
1.66666666666667,0.995407957751765,-0.0957235480143757
1.71717171717172,0.98930623651434,-0.145853249514135
1.76767676767677,0.980681568730257,-0.195610993435343
1.81818181818182,0.969555949182324,-0.244869886685079
1.86868686868687,0.955957750625488,-0.293504308348374
1.91919191919192,0.939921651430131,-0.341390230048921
1.96969696969697,0.921488547144662,-0.388405532248474
2.02020202020202,0.900705446202955,-0.434430315678286
2.07070707070707,0.877625350042599,-0.479347207108381
2.12121212121212,0.852307117939675,-0.523041658674875
2.17171717171717,0.824815316904775,-0.565402240001997
2.22222222222222,0.795220057023049,-0.606320922373835
2.27272727272727,0.763596812658209,-0.645693354231112
2.32323232323232,0.730026229976446,-0.683419127290403
2.37373737373737,0.694593921281131,-0.719402032607152
2.42424242424242,0.657390246682775,-0.753550305929445
2.47474747474747,0.61851008366106,-0.785776861716855
2.52525252525253,0.578052585106573,-0.815999515227557
2.57575757575758,0.536120926459333,-0.844141192107331
2.62626262626263,0.492822042588923,-0.870130124945965
2.67676767676768,0.448266355087267,-0.893900036299796
2.72727272727273,0.402567490669497,-0.915390307713636
2.77777777777778,0.355841991401066,-0.934546134311048
2.82828282828283,0.308209017490077,-0.951318664558728
2.87878787878788,0.259790043402777,-0.965665124848559
2.92929292929293,0.210708548077192,-0.97754892857964
2.97979797979798,0.161089700024918,-0.986939769462089
3.03030303030303,0.11106003812413,-0.993813698804694
3.08080808080808,0.0607471489178674,-0.998153186589288
3.13131313131313,0.0102793412405343,-0.999947166176124
3.18181818181818,-0.0402146809975962,-0.999191062526213
3.23232323232323,-0.0906061470334077,-0.995886803868673
3.28282828282828,-0.140766547644453,-0.990042816783326
3.33333333333333,-0.190567962875485,-0.981674004711079
3.38383838383838,-0.239883388262226,-0.970801709946905
3.43434343434343,-0.288587058720432,-0.957453659212335
3.48484848484848,-0.336554769274278,-0.941663892946277
3.53535353535354,-0.383664191806112,-0.923472678494476
3.58585858585859,-0.429795187019825,-0.902926407419007
3.63636363636364,-0.474830110822239,-0.880077477189673
3.68686868686869,-0.518654114341195,-0.854984157559045
3.73737373737374,-0.561155436815202,-0.827710441961886
3.78787878787879,-0.602225690607746,-0.798325884317942
3.83838383838384,-0.641760137619388,-0.76690542165429
3.88888888888889,-0.679657956392746,-0.733529182999583
3.93939393939394,-0.71582249922919,-0.69828228503756
3.98989898989899,-0.750161538661538,-0.661254615040949
4.04040404040404,-0.782587502654202,-0.62254060163933
4.09090909090909,-0.813017697930967,-0.582238974005546
4.14141414141414,-0.84137452086087,-0.54045251007479
4.19191919191919,-0.867585655364376,-0.49728777443847
4.24242424242424,-0.89158425733514,-0.452854846581271
4.29292929292929,-0.913309125107055,-0.407267040154474
4.34343434343434,-0.932704855531834,-0.360640614001448
4.39393939393939,-0.949721985269118,-0.313094475672256
4.44444444444444,-0.964317116928778,-0.264749878183483
4.49494949494949,-0.976453029743715,-0.215730110796617
4.54545454545455,-0.98609877449093,-0.166160184603552
4.5959595959596,-0.993229752418792,-0.116166513721063
4.64646464646465,-0.997827777979213,-0.0658765929072468
4.6969696969697,-0.999881125204762,-0.0154186724220975
4.74747474747475,-0.999384557612436,0.0350785690386048
4.7979797979798,-0.996339341557835,0.0854863525020247
4.84848484848485,-0.990753243005677,0.135676127132719
4.8989898989899,-0.982640507724898,0.185519898065286
4.94949494949495,-0.972021824958833,0.234890552819178
5,-0.958924274663138,0.283662185463226
